fighter_id,fighter_name,height,weight,reach,stance,dob,wins,losses,draws
916,Wallen Del Rosario,64,125,67,Orthodox,"Mar 18, 1993",8,2,0
917,Yadier del Valle,69,145,69,Southpaw,"Jul 29, 1996",10,1,0
918,Jose Delano,68,145,70,Orthodox,"Sep 11, 1996",16,3,0
919,Humberto DeLeon,0,135,0,N/A,"Nov 12, 1989",7,7,0
920,Rolando Delgado,75,155,77,Orthodox,"Nov 22, 1981",11,6,1
921,Israel Delgado,70,155,0,N/A,"Jan 01, 1900",0,2,0
922,Jose Delgado,71,145,74,Switch,"Apr 21, 1998",10,2,0
923,Ante Delija,75,239,78,Orthodox,"Aug 07, 1990",26,8,0
924,Jack Della Maddalena,71,170,73,Switch,"Sep 10, 1996",18,3,0
925,Roland Delorme,69,135,71,Orthodox,"Dec 18, 1983",9,5,0
926,Jon Delos Reyes,66,125,67,Orthodox,"Aug 19, 1987",8,5,0
927,Jason DeLucia,71,190,0,Southpaw,"Jul 24, 1969",33,21,1
928,Justin DeMoney,0,170,0,N/A,"Jul 01, 1985",15,7,1
929,Vanessa Demopoulos,62,125,59,Orthodox,"Sep 22, 1988",11,8,0
930,Chris Dempsey,70,185,72,Orthodox,"Sep 08, 1987",11,5,0
931,Nick Denis,67,135,0,Orthodox,"Oct 11, 1983",11,3,0
932,Thomas Denny,70,170,0,Orthodox,"Apr 19, 1971",27,21,1
933,Robert Densley,69,155,0,N/A,"Jan 01, 1900",9,10,0
934,Jason Dent,70,155,71,Orthodox,"Jun 12, 1980",22,13,0
935,Mackenzie Dern,64,115,63,Orthodox,"Mar 24, 1993",16,5,0
936,Booker DeRousse,74,205,0,N/A,"Mar 23, 1981",6,5,0
937,Tony DeSouza,72,170,70,Southpaw,"Jul 26, 1974",11,4,0
938,Robelis Despaigne,79,265,84,Orthodox,"Sep 09, 1988",5,2,0
939,Cory Devela,60,185,0,Orthodox,"Aug 05, 1984",16,7,0
940,John Devine,0,0,0,N/A,"Jan 17, 1978",6,4,0
941,Edwin DeWees,73,185,0,Orthodox,"Aug 07, 1982",38,17,0
942,Alessio Di Chirico,72,185,74,Orthodox,"Dec 12, 1989",13,7,0
943,Micol Di Segni,63,115,60,Orthodox,"Dec 29, 1987",7,3,0
944,Cyrille Diabate,78,205,81,Southpaw,"Oct 06, 1973",19,10,1
945,Thomas Diagne,73,154,0,N/A,"Sep 03, 1983",6,6,1
946,Marc Diakiese,70,155,73,Orthodox,"Mar 16, 1993",17,7,0
947,Tyler Diamond,67,145,69,Orthodox,"Mar 18, 1991",9,1,0
948,Blood Diamond,71,170,76,Switch,"Jul 10, 1988",3,3,0
949,Eldo Xavier Dias,71,180,0,N/A,"Jul 16, 1964",0,1,0
950,Rafael Dias,69,145,0,Orthodox,"Oct 20, 1979",17,12,2
951,Hacran Dias,68,155,69,Orthodox,"Jun 16, 1984",23,6,1
952,Victor Dias,66,125,69,Orthodox,"Dec 26, 1990",11,3,0
953,Luis Felipe Dias,70,185,74,N/A,"Jan 17, 1995",17,5,0
954,Magno Dias,65,135,67,N/A,"Nov 30, 1995",6,2,0
955,Nick Diaz,73,170,76,Southpaw,"Aug 02, 1983",26,10,0
956,Nate Diaz,72,170,76,Southpaw,"Apr 16, 1985",22,13,0
957,Michael Diaz,0,260,0,N/A,"Jan 01, 1900",1,2,0
958,Ryan Diaz,0,145,0,N/A,"Feb 06, 1979",13,14,0
959,Adrian Diaz,70,145,0,Southpaw,"Apr 26, 1988",11,4,1
960,Ozzy Diaz,76,185,79,Orthodox,"Nov 22, 1990",10,3,0
961,Juan Diaz,68,135,69,Orthodox,"Jun 03, 1998",15,1,1
962,Mark Dickman,69,145,0,N/A,"Jul 19, 1984",11,3,0
963,Josh Diekmann,64,246,0,N/A,"Oct 09, 1976",15,8,0
964,Kyle Dietz,68,135,0,Orthodox,"Apr 29, 1986",5,2,0
965,Seth Dikun,70,135,69,Orthodox,"Aug 05, 1980",9,8,0
966,TJ Dillashaw,66,135,67,Orthodox,"Feb 07, 1986",18,5,0
967,Ralph Dillon,74,205,0,Orthodox,"Jan 01, 1900",0,2,1
968,Drew Dimanlig,0,185,0,N/A,"Jan 01, 1900",3,4,0
969,Ding Meng,74,170,73,Orthodox,"Sep 27, 1994",34,9,0
970,Rodolfo Marques Diniz,66,135,0,N/A,"Jan 23, 1984",23,9,1
971,Jhonata Diniz,76,254,79,Orthodox,"Jun 23, 1991",9,2,0
972,Helio Dipp,77,185,0,Orthodox,"Dec 12, 1979",6,3,0
973,Rico DiSciullo,68,135,0,Orthodox,"Oct 12, 1986",9,2,0
974,Matt Dixon,70,170,75,Switch,"Oct 09, 1995",9,1,0
975,John Dixson,72,275,0,Orthodox,"Oct 15, 1961",15,22,0
976,Anthony Do,64,125,0,N/A,"Jan 01, 1900",4,2,0
977,Russell Doane,67,135,70,Orthodox,"Aug 13, 1986",15,8,0
978,Drew Dober,68,155,70,Southpaw,"Oct 19, 1988",28,15,0
979,Shana Dobson,66,125,69,Orthodox,"Mar 30, 1989",4,5,0
980,AJ Dobson,73,185,76,Orthodox,"Jan 18, 1992",7,3,0
981,David Dodd,74,200,0,Orthodox,"Sep 22, 1973",4,7,0
982,John Dodson,63,135,66,Orthodox,"Sep 26, 1984",22,12,0
983,Joe Doerksen,72,185,75,Orthodox,"Oct 09, 1977",51,16,0
984,Mike Dolce,71,185,0,N/A,"Apr 15, 1976",5,10,0
985,Roman Dolidze,74,185,76,Orthodox,"Jul 15, 1988",15,4,0
986,Cameron Dollar,71,155,0,Orthodox,"May 12, 1987",11,5,0
987,CB Dollaway,74,185,76,Orthodox,"Aug 10, 1983",17,9,0
988,Dennis Dombrow,0,145,0,N/A,"Mar 17, 1986",7,5,0
989,OJ Dominguez,0,0,0,N/A,"Jan 01, 1900",0,1,0
990,John Donaldson,68,145,0,N/A,"Jul 09, 1992",2,2,0
991,Daniil Donchenko,71,170,71,Orthodox,"Aug 04, 2001",14,2,0
992,Dong Huaxiang,63,115,61,Switch,"Aug 21, 1998",12,3,0
993,Cody Donovan,75,205,74,Orthodox,"Feb 20, 1981",8,5,0
994,Houston Dorr,73,210,0,Orthodox,"Jan 01, 1900",1,2,0
995,Rafael Dos Anjos,68,170,70,Southpaw,"Oct 26, 1984",32,17,0
996,Junior Dos Santos,76,238,77,Orthodox,"Jan 30, 1984",21,9,0
997,Geronimo dos Santos,75,264,0,Orthodox,"Aug 17, 1980",39,19,0
998,Antonio Dos Santos,70,185,0,Orthodox,"Jul 21, 1988",6,4,0
999,Anderson Dos Santos,65,135,70,Orthodox,"Jul 24, 1985",21,9,0
1000,Acacio Dos Santos,76,205,79,Orthodox,"Sep 29, 1991",14,5,0
1001,Rayanne dos Santos,62,115,62,Orthodox,"Jun 08, 1995",14,9,0
1002,Felipe dos Santos,67,125,70,Orthodox,"Sep 11, 2000",8,3,0
1003,Tiago dos Santos e Silva,69,145,70,Orthodox,"Apr 12, 1987",20,7,2
1004,Oleksandr Doskalchuk,66,125,0,Southpaw,"Mar 13, 1990",10,2,0
1005,David Douglas,71,155,0,N/A,"Aug 16, 1981",9,7,0
1006,Damion Douglas,0,170,0,N/A,"Aug 16, 1982",4,1,0
1007,Lerryan Douglas,69,145,72,Orthodox,"Apr 27, 1995",13,5,0
1008,Cedric Doumbe,70,170,0,N/A,"Aug 13, 1992",2,0,0
1009,John Dowdy,0,0,0,N/A,"Jan 01, 1900",0,1,0
1010,Jordan Dowdy,0,170,0,N/A,"Jan 01, 1900",4,3,0
1011,Danny Downes,72,155,72,Orthodox,"Apr 08, 1986",8,3,0
1012,Derek Downey,73,185,0,Orthodox,"Apr 27, 1980",11,4,0
1013,John Doyle,71,205,0,Orthodox,"Nov 21, 1976",11,22,0
1014,Edson Drago,76,220,0,Orthodox,"Aug 29, 1977",11,7,0
1015,Jimmy Drago,70,170,71,Orthodox,"Feb 18, 1995",7,3,0
1016,Anthony Drilich,65,125,65,Southpaw,"Mar 17, 1994",8,2,0
1017,Kyle Driscoll,71,145,74,Orthodox,"Sep 23, 1994",12,3,0
1018,Chris Drumm,68,145,0,N/A,"Jan 01, 1900",0,1,0
1019,Tomasz Drwal,73,205,76,Orthodox,"Jan 22, 1982",21,5,1
1020,Robert Drysdale,75,205,0,Orthodox,"Oct 05, 1981",7,0,0
1021,Dricus Du Plessis,73,185,76,Switch,"Jan 14, 1994",23,3,0
1022,Hugo Duarte,72,240,0,Orthodox,"Aug 09, 1968",6,3,0
1023,Antonio Duarte,67,135,0,N/A,"Mar 10, 1987",19,7,0
1024,Joe Duarte,0,155,0,N/A,"Jan 25, 1977",10,4,0
1025,Yuneisy Duben,64,125,65,Orthodox,"Jul 08, 1996",6,1,0
1026,Matthieu Duclos,75,185,77,Orthodox,"Apr 04, 1995",6,3,0
1027,Emily Ducote,62,115,63,Orthodox,"Jan 01, 1994",13,9,0
1028,Viktoriia Dudakova,65,115,67,Orthodox,"Jan 26, 1999",8,2,0
1029,Milana Dudieva,63,135,0,Orthodox,"Aug 04, 1989",11,6,0
1030,Adin Duenas,66,145,0,N/A,"Jul 02, 1988",6,1,0
1031,Todd Duffee,75,260,78,Orthodox,"Dec 06, 1985",9,3,0
1032,Joe Duffy,70,155,73,Orthodox,"Feb 18, 1988",16,5,0
1033,Jack Duffy,67,125,69,Switch,"Oct 02, 1995",7,1,0
1034,Alexis Dufresne,69,135,0,Orthodox,"Aug 31, 1990",6,3,0
1035,Jessamyn Duke,71,135,73,Orthodox,"Jun 24, 1986",3,5,0
1036,Islam Dulatov,75,170,75,Orthodox,"Aug 02, 1998",12,1,0
1037,Isaac Dulgarian,67,145,71,Orthodox,"Jul 04, 1996",7,2,0
1038,Kelly Dullanty,68,155,0,Orthodox,"Nov 04, 1977",4,2,0
1039,Sedriques Dumas,74,185,79,Orthodox,"Aug 06, 1995",10,4,0
1040,Norma Dumont,67,135,67,Orthodox,"Oct 01, 1990",13,2,0
1041,Chris Duncan,70,155,71,Orthodox,"May 10, 1993",15,2,0
1042,Christian Leroy Duncan,74,185,79,Switch,"Jul 24, 1995",13,2,0
1043,Evan Dunham,70,155,70,Southpaw,"Dec 18, 1981",18,9,1
1044,Alex Dunworth,68,155,0,N/A,"Jan 01, 1900",2,2,0
1045,Tom Duquesnoy,67,135,68,Orthodox,"Jun 21, 1993",16,2,0
1046,Albert Duraev,71,185,75,Orthodox,"Jan 05, 1989",16,5,0
1047,Reuben Duran,67,135,71,Orthodox,"Jul 02, 1983",11,7,1
1048,Cody Durden,67,125,67,Southpaw,"Mar 29, 1991",17,9,1
1049,Luiz Dutra,71,170,0,Orthodox,"May 06, 1982",13,6,1
1050,Rilley Dutro,68,125,0,Orthodox,"Sep 03, 1987",11,4,0
1051,Bill Duvall,74,185,0,Southpaw,"Jan 01, 1900",1,2,0
1052,Merab Dvalishvili,66,135,68,Orthodox,"Jan 10, 1991",21,5,0
1053,David Dvorak,65,125,68,Orthodox,"Jun 05, 1992",20,6,0
1054,Matt Dwyer,76,170,76,Orthodox,"Dec 17, 1989",9,4,0
1055,Rolando Dy,68,145,69,Orthodox,"Aug 11, 1990",9,7,1
1056,Shanelle Dyer,66,115,65,Orthodox,"Apr 23, 2001",6,1,0
1057,Ben Earwood,68,170,0,Orthodox,"Jan 01, 1900",12,3,0
1058,Cody East,75,245,0,Orthodox,"Jun 29, 1988",12,3,0
1059,Marvin Eastman,69,185,73,Orthodox,"Jun 08, 1971",18,15,1
1060,Mike Easton,66,135,70,Southpaw,"Jan 25, 1984",13,6,0
1061,Maurice Eazel,67,135,0,N/A,"Jan 01, 1900",7,15,0
1062,Vincent Eazelle,71,155,0,N/A,"Dec 07, 1980",9,2,0
1063,Ross Ebanez,69,154,0,Southpaw,"May 18, 1975",20,10,0
1064,Brian Ebersole,72,170,73,Southpaw,"Nov 27, 1980",51,18,1
1065,Roybert Echeverria,65,125,67,Switch,"Aug 21, 1995",7,1,0
1066,Mark Eddiva,68,145,68,Orthodox,"Feb 16, 1986",6,3,0
1067,Frankie Edgar,66,135,68,Orthodox,"Oct 16, 1981",23,11,1
1068,Abdul-Kerim Edilov,74,205,0,Orthodox,"Nov 25, 1991",17,4,0
1069,Johnny Eduardo,67,135,71,Orthodox,"Aug 03, 1978",28,13,0
1070,Yves Edwards,69,155,73,Southpaw,"Sep 30, 1976",42,22,1
1071,Justin Edwards,70,155,70,Orthodox,"Jan 26, 1983",9,5,0
1072,Leon Edwards,74,170,74,Southpaw,"Aug 25, 1991",22,6,0
1073,Te Edwards,68,155,72,Orthodox,"Sep 11, 1990",6,3,0
1074,Adli Edwards,0,145,0,N/A,"Aug 28, 1989",4,1,0
1075,Joselyne Edwards,68,135,70,Orthodox,"Sep 29, 1995",17,6,0
1076,Tom Egan,71,170,0,Orthodox,"Jan 01, 1900",7,5,0
1077,Stephanie Egger,66,135,68,Orthodox,"Aug 12, 1988",8,5,0
1078,Justin Eilers,73,235,0,Orthodox,"Jun 28, 1978",19,7,1
1079,Jon Olav Einemo,78,253,0,Orthodox,"Dec 10, 1975",6,3,0
1080,Per Eklund,70,155,72,Orthodox,"Nov 12, 1980",14,5,1
1081,John Elam,0,0,0,N/A,"Jan 01, 1900",2,0,0
1082,Evan Elder,70,155,72,Switch,"Apr 11, 1997",10,2,0
1083,Billy Elekana,75,205,77,Southpaw,"May 28, 1995",10,2,0
1084,John Paul Elias,76,205,0,N/A,"Jan 01, 1900",3,1,0
1085,Joao Elias,63,125,64,Southpaw,"Jan 08, 1995",17,4,1
1086,Saul Elizondo,67,135,0,N/A,"Jul 17, 1985",6,8,0
1087,Darren Elkins,70,145,71,Orthodox,"May 16, 1984",29,12,0
1088,Jake Ellenberger,69,170,71,Orthodox,"Mar 28, 1985",31,15,0
1089,Joe Ellenberger,69,155,72,Orthodox,"Mar 28, 1985",15,2,0
1090,Tim Elliott,67,125,66,Southpaw,"Dec 24, 1986",22,13,1
1091,Oban Elliott,72,170,72,Orthodox,"Dec 19, 1997",12,4,0
1092,Eddy Ellis,69,170,0,Orthodox,"Jul 07, 1983",21,16,1
1093,Lisa Ellis,64,115,0,N/A,"Nov 15, 1982",15,11,0
1094,Elisha Ellison,72,238,78,Orthodox,"Mar 05, 1997",5,2,0
1095,Anna Elmose,63,115,0,Orthodox,"Oct 06, 1984",3,2,0
1096,Cameron Else,69,135,71,Switch,"Apr 27, 1987",10,6,0
1097,Aaron Ely,68,135,0,N/A,"Mar 18, 1989",5,2,0
1098,Sovannahry Em,64,135,0,N/A,"Jun 26, 1992",3,1,0
1099,Ramazan Emeev,70,170,76,Southpaw,"May 23, 1987",20,6,0
1100,Aleksander Emelianenko,78,255,0,Orthodox,"Aug 02, 1981",23,7,0
1101,Fedor Emelianenko,72,230,74,Orthodox,"Sep 28, 1976",36,5,0
1102,Rob Emerson,69,155,70,Orthodox,"Jul 30, 1981",18,12,0
1103,Jamall Emmers,70,145,74,Orthodox,"Jul 24, 1989",22,8,0
1104,Josh Emmett,66,145,70,Orthodox,"Mar 04, 1985",19,6,0
1105,Marius Enache,71,155,0,N/A,"Oct 16, 1975",3,3,0
1106,Kevin Engel,74,170,0,N/A,"Jan 01, 1900",5,1,0
1107,Kolton Englund,70,155,69,Orthodox,"Jul 09, 1993",9,4,0
1108,Oliver Enkamp,72,170,77,Switch,"Aug 10, 1991",7,2,0
1109,Alex Enlund,70,145,0,Orthodox,"May 27, 1987",14,2,0
1110,Kenny Ento,74,192,0,N/A,"Jan 01, 1900",14,15,0
1111,Ian Entwistle,65,135,0,Orthodox,"Nov 19, 1986",9,3,0
1112,Andy Enz,75,185,78,Orthodox,"Aug 15, 1991",10,4,0
1113,Won Jin Eoh,67,160,0,Orthodox,"Jan 01, 1900",5,5,1
1114,Yuji Ephoevi-Ga,72,155,75,Switch,"Oct 19, 1999",11,1,0
1115,Josh Epps,0,130,0,N/A,"Aug 23, 1986",6,7,0
1116,Abdellah Er-Ramy,72,185,74,Orthodox,"Sep 19, 1996",7,2,0
1117,Steve Erceg,68,125,68,Orthodox,"Jul 27, 1995",13,4,0
1118,Tom Erikson,75,280,0,Orthodox,"Jul 06, 1964",9,4,1
1119,Konstantin Erokhin,71,230,0,Orthodox,"Jan 31, 1983",9,3,0
1120,Julian Erosa,73,145,74,Southpaw,"Jul 31, 1989",31,13,0
1121,Jarno Errens,71,145,73,Orthodox,"Nov 17, 1994",14,6,1
1122,Ivan Erslan,74,205,72,Orthodox,"Nov 15, 1991",14,6,0
1123,Nick Ertl,69,155,0,N/A,"Oct 29, 1968",8,6,0
1124,Chel Erwin-Davis,72,170,0,N/A,"Jan 01, 1900",5,1,0
1125,Bobby Escalante,0,130,0,N/A,"Jan 01, 1900",5,6,0
1126,Eric Esch,71,350,0,Orthodox,"Aug 03, 1968",15,10,1
1127,Pro Escobedo,0,205,0,N/A,"Jan 01, 1900",1,0,0
1128,Cole Escovedo,67,135,72,Orthodox,"Aug 30, 1981",17,9,0
1129,Efrain Escudero,69,155,71,Orthodox,"Jan 15, 1986",28,12,0
1130,Evan Esguerra,0,145,0,N/A,"Jul 13, 1978",8,7,0
1131,Carla Esparza,61,115,63,Orthodox,"Oct 10, 1987",20,8,0
1132,Juan Espino,75,255,80,Orthodox,"Oct 09, 1980",11,2,0
1133,Jordan Espinosa,66,125,69,Orthodox,"Nov 08, 1989",15,9,0
1134,Jodie Esquibel,61,115,64,Orthodox,"May 07, 1986",6,6,0
1135,Rafael Estevam,68,135,69,Orthodox,"Aug 10, 1996",14,0,0
1136,Achilles Estremadura,70,155,68,Orthodox,"Mar 11, 1992",7,1,0
1137,Shaun Etchell,67,125,68,Switch,"Aug 05, 1993",7,3,0
1138,Terry Etim,73,155,73,Orthodox,"Jan 11, 1986",16,5,0
1139,Fred Ettish,72,180,0,Southpaw,"Oct 12, 1955",1,1,0
1140,Scott Ettling,0,135,0,N/A,"Jan 01, 1900",4,2,0
1141,Sijara Eubanks,64,125,67,Orthodox,"Apr 27, 1985",8,7,0
1142,Billy Evangelista,68,155,68,Orthodox,"Oct 07, 1980",13,3,0
1143,Rashad Evans,72,205,75,Orthodox,"Sep 25, 1979",19,8,1
1144,Doug Evans,69,155,0,Orthodox,"Oct 10, 1980",13,10,0
1145,Ashlee Evans-Smith,68,135,67,Orthodox,"Jul 09, 1987",6,6,0
1146,Dan Evensen,75,250,0,Orthodox,"Jun 01, 1974",11,4,0
1147,Tonya Evinger,67,135,70,Orthodox,"Jun 04, 1981",19,8,0
1148,Movsar Evloev,67,145,72,Orthodox,"Feb 11, 1994",19,0,0
1149,Andre Ewell,68,145,75,Southpaw,"Jan 21, 1988",17,9,0
1150,Chris Ewert,72,185,75,Orthodox,"Sep 06, 1993",7,1,0
1151,Neal Ewing,0,185,0,N/A,"Sep 30, 1985",6,0,0
1152,Ethyn Ewing,66,135,69,Orthodox,"Feb 16, 1998",9,2,0
1153,Manuel Exposito,67,145,68,Orthodox,"May 09, 2000",13,3,0
1154,Jessica Eye,66,125,66,Orthodox,"Jul 27, 1986",15,11,0
1155,Edward Faaloloto,0,155,70,Orthodox,"Jul 15, 1984",2,5,0
1156,Urijah Faber,66,135,67,Orthodox,"May 14, 1979",35,11,0
1157,Melinda Fabian,66,125,66,Orthodox,"Jun 25, 1987",4,4,2
1158,Wagnney Fabiano,66,145,69,Southpaw,"Jul 14, 1975",16,4,0
1159,Bartosz Fabinski,72,170,75,Orthodox,"Apr 26, 1986",15,5,0
1160,Ron Faircloth,69,205,0,Orthodox,"Aug 16, 1979",33,20,0
1161,Jason Fairn,73,230,0,N/A,"Jan 01, 1900",4,5,0
1162,Zarah Fairn,68,135,72,Orthodox,"Dec 10, 1983",6,6,0
1163,Rinat Fakhretdinov,72,170,74,Orthodox,"Sep 28, 1991",24,1,1
1164,Maiquel Falcao,71,185,0,Orthodox,"Mar 08, 1981",37,10,0
1165,Pedro Falcao,66,135,66,Orthodox,"Jul 30, 1992",16,5,0
1166,Brodie Farber,73,170,0,Orthodox,"Jul 05, 1980",16,7,0
1167,Joao Paulo Faria,69,155,0,N/A,"Jan 01, 1900",1,1,0
1168,Kalindra Faria,67,125,0,Switch,"Jul 23, 1986",18,8,1
1169,Jair Farias,73,145,76,Orthodox,"Mar 16, 1993",10,1,0
1170,Chance Farrar,69,145,0,Southpaw,"Sep 11, 1975",8,3,0
1171,Rico Farrington,76,170,79,Southpaw,"Jun 19, 1989",7,3,0
1172,Kelly Faszholz,68,135,0,Orthodox,"Apr 09, 1985",4,2,0
1173,Rodney Faverus,72,215,0,Southpaw,"Jan 03, 1975",25,20,3
1174,Paul Felder,71,155,70,Orthodox,"Apr 25, 1984",17,6,0
1175,Carlos Felipe,72,245,75,Orthodox,"Jan 12, 1995",11,2,0
1176,JP Felty,0,170,0,N/A,"Apr 28, 1979",4,5,0
1177,Feng Pengchao,0,135,0,N/A,"Jan 01, 1900",15,9,1
1178,Feng Xiaocan,67,115,67,Southpaw,"Oct 27, 2001",10,4,0
1179,Kevin Ferguson,74,235,77,Orthodox,"Feb 08, 1974",5,2,0
1180,Rhadi Ferguson,67,205,0,N/A,"Jan 01, 1900",3,0,0
1181,Tony Ferguson,71,170,76,Orthodox,"Feb 12, 1984",26,11,0
1182,Josh Ferguson,65,125,0,Orthodox,"May 13, 1988",10,5,0
1183,CJ Fernandes,74,170,0,N/A,"Nov 13, 1977",14,8,3
1184,Bibiano Fernandes,67,139,0,Orthodox,"Mar 30, 1980",20,3,0
1185,Gabriella Fernandes,66,125,66,Southpaw,"Aug 13, 1993",11,3,0
1186,Kaue Fernandes,69,155,73,Orthodox,"Mar 17, 1995",11,2,0
1187,Emily Fernandez,0,0,0,N/A,"Jan 01, 1900",0,0,0
1188,Luke Fernandez,73,205,76,Orthodox,"Jun 29, 1995",6,0,0
1189,Lucas Fernando,75,185,80,N/A,"Jan 10, 1997",9,2,0
1190,Alexandre Ferreira,67,205,0,Orthodox,"Apr 25, 1979",18,6,0
1191,Cezar Ferreira,73,185,78,Southpaw,"Feb 15, 1985",13,8,0
1192,Diego Ferreira,69,155,74,Orthodox,"Jan 18, 1985",19,7,0
1193,Erisson Ferreira,66,125,70,Orthodox,"May 03, 1991",12,2,0
1194,Brunno Ferreira,70,185,72,Orthodox,"Nov 04, 1992",15,2,0
1195,Scott Ferrozzo,71,323,0,Orthodox,"Apr 26, 1965",4,2,0
1196,Timo Feucht,75,205,79,Orthodox,"Jan 18, 1996",8,1,0
1197,Andre Fialho,72,170,74,Orthodox,"Apr 07, 1994",16,8,0
1198,Drew Fickett,70,155,70,Orthodox,"Dec 14, 1979",42,21,0
1199,Scott Fiedler,76,235,0,Orthodox,"Jan 01, 1900",0,1,0
1200,Ron Fields,74,200,0,Orthodox,"Nov 18, 1974",28,32,1
1201,Michal Figlak,70,155,70,Orthodox,"Aug 15, 1996",8,2,0
1202,Deiveson Figueiredo,65,135,68,Orthodox,"Dec 18, 1987",25,6,1
1203,Francisco Figueiredo,66,125,68,Southpaw,"Oct 23, 1989",13,5,1
1204,Anthony Figueroa,64,135,0,Orthodox,"Jan 01, 1900",11,8,1
1205,Edwin Figueroa,67,135,69,Orthodox,"Jul 31, 1984",9,5,0
1206,Jonathan Figueroa,0,185,0,N/A,"Feb 05, 1995",16,1,0
1207,Paulo Filho,68,185,0,Southpaw,"May 24, 1978",23,6,3
1208,Jafel Filho,67,125,68,Orthodox,"May 05, 1993",17,4,0
1209,Andre Fili,71,145,74,Orthodox,"Jun 25, 1990",25,12,0
1210,Mirko Filipovic,74,230,73,Southpaw,"Sep 10, 1974",35,11,2
1211,Brady Fink,72,183,0,Orthodox,"May 23, 1981",2,3,0
1212,Jesse Finney,72,170,0,N/A,"Jul 11, 1974",5,1,0
1213,Jan Finney,68,135,0,Orthodox,"Apr 18, 1980",11,12,0
1214,Torrez Finney,68,185,75,Orthodox,"Oct 24, 1998",11,1,0
1215,Luigi Fioravanti,68,170,70,Orthodox,"Jan 22, 1981",26,15,0
1216,Nick Fiore,70,155,72,Orthodox,"Dec 10, 1997",6,2,0
1217,Manon Fiorot,67,125,65,Orthodox,"Feb 17, 1990",13,2,0
1218,Luiz Firmino,66,154,0,Orthodox,"Mar 18, 1982",19,8,0
1219,Spencer Fisher,67,155,68,Southpaw,"May 09, 1976",24,9,0
1220,Chris Fishgold,68,145,68,Orthodox,"Jun 06, 1992",18,4,1
1221,Bryanna Fissori,64,145,0,N/A,"Jan 01, 1900",2,4,0
1222,Jon Fitch,72,170,74,Orthodox,"Feb 24, 1978",30,7,1
1223,Isi Fitikefu,70,205,0,N/A,"Jan 01, 1900",6,0,0
1224,Rafael Fiziev,68,155,71,Switch,"Mar 05, 1993",13,5,0
1225,Colin Fletcher,74,155,0,Orthodox,"Jan 08, 1983",14,8,0
1226,AJ Fletcher,70,170,67,Switch,"Feb 18, 1997",10,3,0
1227,Nathan Fletcher,67,135,70,Orthodox,"Jan 03, 1998",9,3,0
1228,Jimmy Flick,67,125,68,Orthodox,"Sep 07, 1990",17,9,0
1229,Luke Flores,72,155,73,Southpaw,"Mar 17, 1988",9,2,0
1230,Ty Flores,75,205,73,Switch,"Dec 22, 1993",7,3,0
1231,Alejandro Flores,70,145,73,Orthodox,"Aug 06, 1991",17,3,0
1232,Kenny Florian,70,145,74,Southpaw,"May 26, 1976",14,6,0
1233,Darrius Flowers,69,155,71,Orthodox,"Aug 25, 1994",12,8,1
1234,Cody Floyd,0,0,0,N/A,"Jul 18, 1988",2,0,0
1235,Bobby Flynn,0,170,0,N/A,"Jan 01, 1900",6,4,0
1236,Caros Fodor,69,155,74,Orthodox,"Jan 07, 1984",11,6,0
1237,Mal Foki,67,220,0,Orthodox,"Mar 16, 1976",5,5,0
1238,Matt Foki,67,220,0,Orthodox,"Mar 16, 1976",5,4,0
1239,AJ Fonseca,64,145,0,N/A,"Jan 01, 1900",5,4,0
1240,Rob Font,68,135,71,Orthodox,"Jun 25, 1987",22,9,0
1241,Claudionor Fontinelle,65,185,0,Orthodox,"Jan 01, 1900",10,15,1
1242,Jesse Forbes,74,185,75,Southpaw,"Oct 24, 1984",15,5,0
1243,Sterling Ford,70,155,0,N/A,"Mar 12, 1986",15,7,0
1244,Codale Ford,69,170,0,N/A,"May 13, 1979",11,9,0
1245,Raheam Forest,71,170,73,Switch,"Jul 11, 1997",7,2,0
1246,Jussier Formiga,65,125,67,Orthodox,"Apr 14, 1985",23,8,0
1247,Carol Foro,62,115,61,Orthodox,"Mar 21, 1997",9,1,0
1248,Renee Forte,67,155,71,Orthodox,"Mar 27, 1987",8,4,0
1249,Brianna Fortino,60,115,62,Southpaw,"Aug 04, 1993",9,3,0
1250,Marcel Fortuna,73,205,74,Orthodox,"Oct 22, 1985",9,3,0
1251,Brian Foster,69,170,71,Orthodox,"Apr 03, 1984",27,10,0
1252,Xavier Foupa-Pokam,73,185,0,Open Stance,"Jul 03, 1982",32,22,0
1253,Mason Fowler,71,170,0,N/A,"Jan 01, 1900",2,0,0
1254,Brandon Foxworth,71,145,0,Orthodox,"Apr 28, 1979",18,4,0
1255,Hermes Franca,66,155,71,Orthodox,"Aug 26, 1974",24,17,0
1256,Glaico Franca Moreira,72,155,77,Orthodox,"Feb 28, 1991",15,5,0
1257,Francisco France,72,205,0,N/A,"Jan 21, 1983",13,5,1
1258,John Franchi,66,145,67,Orthodox,"Jul 16, 1982",6,2,0
1259,Felipe Franco,73,205,76,Orthodox,"Jan 22, 2001",8,1,0
1260,Rich Franklin,73,185,76,Southpaw,"Oct 05, 1974",29,7,0
1261,Xavier Franklin,66,135,66,Southpaw,"Oct 15, 1996",5,1,0
1262,Zoila Frausto,64,135,0,Orthodox,"Dec 10, 1983",13,5,0
1263,Stephanie Frausto,62,115,61,Orthodox,"Sep 20, 1990",8,7,0
